consolidated_cleaned_research_request,fy_fq_requests_removed,missing_quarter_requests_removed,new_fact_count,new_wave,old_fact_count,old_wave,remaining_facts,source_semantics_requests_removed,structural_review_still_required,ticker
Research official issuer sources for FY2024 Q4. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2025 Q2. Verify first-public result publication date. Do not research other fields.,0,0,3,P3_LATEST8Q,3,P3_LATEST8Q,FIRST_PUBLIC_PUBLISH_DATE,0,NO,LLYVA
Research official issuer sources for FY2025 Q1. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2025 Q2. Verify first-public result publication date. Do not research other fields.,0,0,2,P3_LATEST8Q,2,P3_LATEST8Q,FIRST_PUBLIC_PUBLISH_DATE,0,NO,LLYVK
Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,1,2,P3_LATEST8Q,3,P3_LATEST8Q,TOTAL_DEBT,0,NO,LMAT
"Research official issuer sources for FY2023 Q4. Verify missing quarter existence/source evidence, Revenue, Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify Capex required to derive FCF, FCF, first-public result publication date, missing quarter existence/source evidence, Revenue, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q2. Verify first-public result publication date. Do not research other fields.",0,0,11,P3_LATEST8Q,11,P3_LATEST8Q,CAPEX_FOR_FCF|FCF_DIRECT|FIRST_PUBLIC_PUBLISH_DATE|MISSING_QUARTER_EXISTENCE|REVENUE|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,YES,LNAI
Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,0,2,P3_LATEST8Q,2,P3_LATEST8Q,TOTAL_DEBT,0,NO,LNSR
"Research official issuer sources for FY2025 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q4. Verify EBIT, source semantics confirmation. Do not research other fields.",0,0,3,P3_LATEST8Q,3,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,YES,LOGI
"Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify missing quarter existence/source evidence, Total Debt. Do not research other fields.",0,0,3,P3_LATEST8Q,3,P3_LATEST8Q,MISSING_QUARTER_EXISTENCE|TOTAL_DEBT,0,YES,LOPE
"Research official issuer sources for FY2024 Q3. Verify first-public result publication date, Total Debt. Do not research other fields.",0,0,2,P3_LATEST8Q,2,P3_LATEST8Q,FIRST_PUBLIC_PUBLISH_DATE|TOTAL_DEBT,0,YES,LOVE
"Research official issuer sources for FY2025 Q4. Verify EBIT, source semantics confirmation. Do not research other fields.",0,0,2,P3_LATEST8Q,2,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,YES,LPG
Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,1,1,P3_LATEST8Q,2,P3_LATEST8Q,TOTAL_DEBT,0,NO,LQDT
"Research official issuer sources for FY2025 Q4. Verify lineage/source ownership evidence, official period_end, target collision evidence. Do not research other fields.",0,0,3,P3_LATEST8Q,3,P3_LATEST8Q,LINEAGE_OWNERSHIP_EVIDENCE|OFFICIAL_PERIOD_END|TARGET_COLLISION_EVIDENCE,0,YES,LRCX
"Research official issuer sources for FY2025 Q2. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2025 Q3. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2025 Q4. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, FCF, first-public result publication date, lineage/source ownership evidence, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, first-public result publication date, lineage/source ownership evidence, Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify first-public result publication date. Do not research other fields.",0,0,14,P2_LATEST4Q,16,P2_LATEST4Q,CAPEX_FOR_FCF|FCF_DIRECT|FIRST_PUBLIC_PUBLISH_DATE|LINEAGE_OWNERSHIP_EVIDENCE|TOTAL_DEBT,2,NO,LRHC
"Research official issuer sources for FY2024 Q3. Verify Revenue, Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify Cash. Do not research other fields.",0,0,3,P3_LATEST8Q,3,P3_LATEST8Q,CASH|REVENUE|TOTAL_DEBT,0,NO,LRMR
"Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify missing quarter existence/source evidence, Total Debt. Do not research other fields.",0,0,3,P3_LATEST8Q,3,P3_LATEST8Q,MISSING_QUARTER_EXISTENCE|TOTAL_DEBT,0,YES,LSCC
"Research official issuer sources for FY2025 Q3. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q4. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2026 Q1. Verify first-public result publication date, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, FCF, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q2. Verify Total Debt. Do not research other fields.",0,2,14,P2_LATEST4Q,16,P2_LATEST4Q,CAPEX_FOR_FCF|FCF_DIRECT|FIRST_PUBLIC_PUBLISH_DATE|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,LTBR
"Research official issuer sources for FY2024 Q4. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify EBIT, source semantics confirmation. Do not research other fields.",0,0,4,P3_LATEST8Q,4,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,LTC
"Research official issuer sources for FY2024 Q2. Verify Revenue, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Revenue, Total Debt. Do not research other fields.",0,0,4,P3_LATEST8Q,4,P3_LATEST8Q,REVENUE|TOTAL_DEBT,0,NO,LTRN
"Research official issuer sources for FY2024 Q3. Verify Cash, missing quarter existence/source evidence. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify Cash, missing quarter existence/source evidence. Do not research other fields.",0,0,4,P3_LATEST8Q,4,P3_LATEST8Q,CASH|MISSING_QUARTER_EXISTENCE,0,YES,LUCK
"Research official issuer sources for FY2024 Q2. Verify EBIT, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify EBIT, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q4. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify Total Debt. Do not research other fields.",0,0,8,P3_LATEST8Q,8,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,LUCY
"Research official issuer sources for FY2025 Q1. Verify Cash, EBIT, FCF, OCF required to derive FCF, source semantics confirmation, Total Debt. Do not research other fields.",0,0,6,P3_LATEST8Q,6,P3_LATEST8Q,CASH|EBIT_DIRECT|FCF_DIRECT|OCF_FOR_FCF|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,LUV
Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,1,2,P3_LATEST8Q,3,P3_LATEST8Q,TOTAL_DEBT,0,NO,LVWR
"Research official issuer sources for FY2025 Q4. Verify lineage/source ownership evidence, official period_end, target collision evidence. Do not research other fields.",0,0,3,P3_LATEST8Q,3,P3_LATEST8Q,LINEAGE_OWNERSHIP_EVIDENCE|OFFICIAL_PERIOD_END|TARGET_COLLISION_EVIDENCE,0,YES,LW
"Research official issuer sources for FY2025 Q2. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2025 Q3. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2024 Q1. Verify first-public result publication date, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify first-public result publication date, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify first-public result publication date, Total Debt. Do not research other fields.",0,1,8,P2_LATEST4Q,9,P2_LATEST4Q,FIRST_PUBLIC_PUBLISH_DATE|TOTAL_DEBT,0,NO,LWLG
"Research official issuer sources for FY2023 Q2. Verify Cash, first-public result publication date, Revenue, Total Debt. Do not research other fields.; Research official issuer sources for FY2023 Q4. Verify Revenue, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Revenue, Total Debt. Do not research other fields.",0,4,8,P3_LATEST8Q,12,P3_LATEST8Q,CASH|FIRST_PUBLIC_PUBLISH_DATE|REVENUE|TOTAL_DEBT,0,NO,LXEO
"Research official issuer sources for FY2024 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.",0,1,4,P3_LATEST8Q,5,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,LXP
"Research official issuer sources for FY2024 Q4. Verify Cash, EBIT, source semantics confirmation. Do not research other fields.",0,0,3,P3_LATEST8Q,3,P3_LATEST8Q,CASH|EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,LXRX
Research official issuer sources for FY2024 Q1. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,0,3,P3_LATEST8Q,3,P3_LATEST8Q,TOTAL_DEBT,0,NO,LYRA
Research official issuer sources for FY2026 Q1. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2026 Q2. Verify first-public result publication date. Do not research other fields.,0,1,2,P2_LATEST4Q,3,P2_LATEST4Q,FIRST_PUBLIC_PUBLISH_DATE,0,NO,LYTS
Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,1,1,P3_LATEST8Q,2,P3_LATEST8Q,TOTAL_DEBT,0,NO,LYV
Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,1,2,P3_LATEST8Q,3,P3_LATEST8Q,TOTAL_DEBT,0,NO,LZ
"Research official issuer sources for FY2025 Q1. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q4. Verify lineage/source ownership evidence, official period_end, target collision evidence. Do not research other fields.",0,0,5,P3_LATEST8Q,5,P3_LATEST8Q,LINEAGE_OWNERSHIP_EVIDENCE|OFFICIAL_PERIOD_END|TARGET_COLLISION_EVIDENCE|TOTAL_DEBT,0,YES,LZB
"Research official issuer sources for FY2024 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.",0,1,4,P3_LATEST8Q,5,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,MAA
"Research official issuer sources for FY2024 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.",0,1,4,P3_LATEST8Q,5,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,MAC
"Research official issuer sources for FY2025 Q1. Verify first-public result publication date, target collision evidence. Do not research other fields.; Research official issuer sources for FY2025 Q2. Verify first-public result publication date, target collision evidence. Do not research other fields.; Research official issuer sources for FY2025 Q3. Verify first-public result publication date. Do not research other fields.",0,0,5,P2_LATEST4Q,5,P2_LATEST4Q,FIRST_PUBLIC_PUBLISH_DATE|TARGET_COLLISION_EVIDENCE,0,YES,MAGN
"Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q4. Verify missing quarter existence/source evidence, Total Debt. Do not research other fields.",0,0,4,P3_LATEST8Q,4,P3_LATEST8Q,MISSING_QUARTER_EXISTENCE|TOTAL_DEBT,0,YES,MAMA
"Research official issuer sources for FY2025 Q1. Verify EBIT, source semantics confirmation, Total Debt. Do not research other fields.",0,1,3,P3_LATEST8Q,4,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,MAN
Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,1,2,P3_LATEST8Q,3,P3_LATEST8Q,TOTAL_DEBT,0,NO,MANH
Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,1,2,P3_LATEST8Q,3,P3_LATEST8Q,TOTAL_DEBT,0,NO,MAPS
,0,1,0,NO_EXTERNAL_RESEARCH_NEEDED,1,P3_LATEST8Q,,0,NO,MAS
Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,0,2,P3_LATEST8Q,2,P3_LATEST8Q,TOTAL_DEBT,0,NO,MASS
,0,2,0,NO_EXTERNAL_RESEARCH_NEEDED,2,P3_LATEST8Q,,0,NO,MATV
,0,1,0,NO_EXTERNAL_RESEARCH_NEEDED,1,P3_LATEST8Q,,0,NO,MATX
"Research official issuer sources for FY2026 Q1. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Revenue, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q4. Verify EBIT, source semantics confirmation. Do not research other fields.",0,0,5,P2_LATEST4Q,5,P2_LATEST4Q,EBIT_DIRECT|REVENUE|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,MBIO
"Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify missing quarter existence/source evidence, Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify missing quarter existence/source evidence, target collision evidence, Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q2. Verify target collision evidence, Total Debt. Do not research other fields.",0,0,8,P3_LATEST8Q,8,P3_LATEST8Q,MISSING_QUARTER_EXISTENCE|TARGET_COLLISION_EVIDENCE|TOTAL_DEBT,0,YES,MBLY
"Research official issuer sources for FY2024 Q1. Verify Revenue, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Revenue, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Revenue, Total Debt. Do not research other fields.",0,1,6,P3_LATEST8Q,7,P3_LATEST8Q,REVENUE|TOTAL_DEBT,0,NO,MBOT
"Research official issuer sources for FY2026 Q1. Verify first-public result publication date, Total Debt. Do not research other fields.; Research official issuer sources for FY2026 Q2. Verify first-public result publication date, Total Debt. Do not research other fields.",0,0,4,P2_LATEST4Q,4,P2_LATEST4Q,FIRST_PUBLIC_PUBLISH_DATE|TOTAL_DEBT,0,NO,MCFT
"Research official issuer sources for FY2025 Q4. Verify EBIT, source semantics confirmation. Do not research other fields.",0,0,2,P3_LATEST8Q,2,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,YES,MCHP
"Research official issuer sources for FY2025 Q4. Verify EBIT, source semantics confirmation. Do not research other fields.",0,0,2,P3_LATEST8Q,2,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,YES,MCK
